ア、,2,2,9000,フィラー,*,*,*,*,*,ア、,ア,ア
アー、,2,2,9000,フィラー,*,*,*,*,*,アー、,アー,アー
アー…,2,2,9000,フィラー,*,*,*,*,*,アー、,アー,アー
イ、,2,2,9000,フィラー,*,*,*,*,*,イ、,イ,イ
ウ、,2,2,9000,フィラー,*,*,*,*,*,ウ、,ウ,ウ
ウェー,2,2,16000,フィラー,*,*,*,*,*,ウェー、,ウェー,ウェー
エー、,2,2,9000,フィラー,*,*,*,*,*,エー、,エー,エー
エー…,2,2,9000,フィラー,*,*,*,*,*,エー、,エー,エー
エート、,2,2,9000,フィラー,*,*,*,*,*,エート、,エート,エート
エート,2,2,15000,フィラー,*,*,*,*,*,エート、,エート,エート
オ、,2,2,9000,フィラー,*,*,*,*,*,オ、,オ,オ
グ、,2,2,9000,フィラー,*,*,*,*,*,グ、,グ,グ
ス、,2,2,9000,フィラー,*,*,*,*,*,ス、,ス,ス
ニ、,2,2,9000,フィラー,*,*,*,*,*,ニ、,ニ,ニ
ハ、,2,2,9000,フィラー,*,*,*,*,*,ハ、,ハ,ハ
バ、,2,2,9000,フィラー,*,*,*,*,*,バ、,バ,バ
ヨ、,2,2,9000,フィラー,*,*,*,*,*,ヨ、,ヨ,ヨ
アバ、,2,2,9000,フィラー,*,*,*,*,*,アバ、,アバ,アバ
キャプチャ,1283,1283,4000,名詞,サ変接続,*,*,*,*,キャプチャ,キャプチャ,キャプチャ
キリモミ,1283,1283,4000,名詞,サ変接続,*,*,*,*,キリモミ,キリモミ,キリモミ
グラップ,1283,1283,6000,名詞,サ変接続,*,*,*,*,グラップ,グラップ,グラップ
クロックアップ,1283,1283,1000,名詞,サ変接続,*,*,*,*,クロックアップ,クロックアップ,クロックアップ
ケジメ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ケジメ,ケジメ,ケジメ
ゲット,1283,1283,4000,名詞,サ変接続,*,*,*,*,ゲット,ゲット,ゲット
コッキング,1283,1283,2000,名詞,サ変接続,*,*,*,*,コッキング,コッキング,コッキング
コバシリ,1283,1283,4000,名詞,サ変接続,*,*,*,*,コバシリ,コバシリ,コバシリ
コフク,1283,1283,9000,名詞,サ変接続,*,*,*,*,コフク,コフク,コフク
ゴブサタ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ゴブサタ,ゴブサタ,ゴブサタ
コマーシャル,1283,1283,4000,名詞,サ変接続,*,*,*,*,コマーシャル,コマーシャル,コマーシャル
コマンド,1283,1283,4000,名詞,サ変接続,*,*,*,*,コマンド,コマンド,コマンド
コラージュ,1283,1283,4000,名詞,サ変接続,*,*,*,*,コラージュ,コラージュ,コラージュ
コンフリクト,1283,1283,4000,名詞,サ変接続,*,*,*,*,コンフリクト,コンフリクト,コンフリクト
コンペティション,1283,1283,3000,名詞,サ変接続,*,*,*,*,コンペティション,コンペティション,コンペティション
サヴァイヴ,1283,1283,4000,名詞,サ変接続,*,*,*,*,サヴァイヴ,サヴァイヴ,サヴァイヴ
サブジュゲイト,1283,1283,4000,名詞,サ変接続,*,*,*,*,サブジュゲイト,サブジュゲイト,サブジュゲイト
サムアップ,1283,1283,4000,名詞,サ変接続,*,*,*,*,サムアップ,サムアップ,サムアップ
サムズアップ,1283,1283,2000,名詞,サ変接続,*,*,*,*,サムズアップ,サムズアップ,サムズアップ
サラバ,1283,1283,4000,名詞,サ変接続,*,*,*,*,サラバ,サラバ,サラバ
ザンシン,1283,1283,4000,名詞,サ変接続,*,*,*,*,ザンシン,ザンシン,ザンシン
ジアゲ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ジアゲ,ジアゲ,ジアゲ
シェイク,1283,1283,4000,名詞,サ変接続,*,*,*,*,シェイク,シェイク,シェイク
ジキソ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ジキソ,ジキソ,ジキソ
シツレイ,1283,1283,4000,名詞,サ変接続,*,*,*,*,シツレイ,シツレイ,シツレイ
シャウト,1283,1283,4000,名詞,サ変接続,*,*,*,*,シャウト,シャウト,シャウト
しゃがみ前進,1283,1283,2000,名詞,サ変接続,*,*,*,*,しゃがみ前進,シャガミゼンシン,シャガミゼンシン
ジャッキアップ,1283,1283,1000,名詞,サ変接続,*,*,*,*,ジャッキアップ,ジャッキアップ,ジャッキアップ
ジョウブツ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ジョウブツ,ジョウブツ,ジョウブツ
ショドー,1283,1283,4000,名詞,サ変接続,*,*,*,*,ショドー,ショドー,ショドー
シラハドリ,1283,1283,4000,名詞,サ変接続,*,*,*,*,シラハドリ,シラハドリ,シラハドリ
スウィング,1283,1283,4000,名詞,サ変接続,*,*,*,*,スウィング,スウィング,スウィング
スウェー,1283,1283,4000,名詞,サ変接続,*,*,*,*,スウェー,スウェー,スウェー
スキャニング,1283,1283,4000,名詞,サ変接続,*,*,*,*,スキャニング,スキャニング,スキャニング
ステルス,1283,1283,4000,名詞,サ変接続,*,*,*,*,ステルス,ステルス,ステルス
ストリーミング,1283,1283,1000,名詞,サ変接続,*,*,*,*,ストリーミング,ストリーミング,ストリーミング
ストンピング,1283,1283,4000,名詞,サ変接続,*,*,*,*,ストンピング,ストンピング,ストンピング
ストンプ,1283,1283,6000,名詞,サ変接続,*,*,*,*,ストンプ,ストンプ,ストンプ
スプレー,1283,1283,4000,名詞,サ変接続,*,*,*,*,スプレー,スプレー,スプレー
スラッシュ,1283,1283,4000,名詞,サ変接続,*,*,*,*,スラッシュ,スラッシュ,スラッシュ
セッキョー,1283,1283,4000,名詞,サ変接続,*,*,*,*,セッキョー,セッキョー,セッキョー
セプク,1283,1283,4000,名詞,サ変接続,*,*,*,*,セプク,セプク,セプク
ソードオフ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ソードオフ,ソードオフ,ソードオフ
ソーマト・リコール,1283,1283,1000,名詞,サ変接続,*,*,*,*,ソーマト・リコール,ソーマトリコール,ソーマトリコール
ソーマト思考,1283,1283,2000,名詞,サ変接続,*,*,*,*,ソーマト思考,ソーマトシコウ,ソーマトシコウ
ソクシ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ソクシ,ソクシ,ソクシ
ソンキョ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ソンキョ,ソンキョ,ソンキョ
ターゲッティング,1283,1283,4000,名詞,サ変接続,*,*,*,*,ターゲッティング,ターゲッティング,ターゲッティング
ダイアル,1283,1283,4000,名詞,サ変接続,*,*,*,*,ダイアル,ダイアル,ダイアル
ダイヴ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ダイヴ,ダイヴ,ダイヴ
タイピング,1283,1283,4000,名詞,サ変接続,*,*,*,*,タイピング,タイピング,タイピング
ダイブ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ダイブ,ダイブ,ダイブ
タイムイズマネー,1283,1283,100,名詞,サ変接続,*,*,*,*,タイムイズマネー,タイムイズマネー,タイムイズマネー
タッチダウン,1283,1283,2000,名詞,サ変接続,*,*,*,*,タッチダウン,タッチダウン,タッチダウン
タンデム,1283,1283,4000,名詞,サ変接続,*,*,*,*,タンデム,タンデム,タンデム
チェック・メイト,1283,1283,1000,名詞,サ変接続,*,*,*,*,チェック・メイト,チェックメイト,チェックメイト
チコク,1283,1283,4000,名詞,サ変接続,*,*,*,*,チコク,チコク,チコク
チューニング,1283,1283,4000,名詞,サ変接続,*,*,*,*,チューニング,チューニング,チューニング
チョージョー,1283,1283,4000,名詞,サ変接続,*,*,*,*,チョージョー,チョージョー,チョージョー
チョップ,1283,1283,4000,名詞,サ変接続,*,*,*,*,チョップ,チョップ,チョップ
チルド,1283,1283,4000,名詞,サ変接続,*,*,*,*,チルド,チルド,チルド
ツイート,1283,1283,4000,名詞,サ変接続,*,*,*,*,ツイート,ツイート,ツイート
ディストート,1283,1283,4000,名詞,サ変接続,*,*,*,*,ディストート,ディストート,ディストート
ディテクト,1283,1283,4000,名詞,サ変接続,*,*,*,*,ディテクト,ディテクト,ディテクト
テイルスピン,1283,1283,4000,名詞,サ変接続,*,*,*,*,テイルスピン,テイルスピン,テイルスピン
デコボコ,1283,1283,4000,名詞,サ変接続,*,*,*,*,デコボコ,デコボコ,デコボコ
テゴメ,1283,1283,9000,名詞,サ変接続,*,*,*,*,テゴメ,テゴメ,テゴメ
デコレート,1283,1283,4000,名詞,サ変接続,*,*,*,*,デコレート,デコレート,デコレート
デュエル,1283,1283,4000,名詞,サ変接続,*,*,*,*,デュエル,デュエル,デュエル
テレパス,1283,1283,4000,名詞,サ変接続,*,*,*,*,テレパス,テレパス,テレパス
ドープ,1283,1283,9000,名詞,サ変接続,*,*,*,*,ドープ,ドープ,ドープ
ドゲザ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ドゲザ,ドゲザ,ドゲザ
トラベリング,1283,1283,4000,名詞,サ変接続,*,*,*,*,トラベリング,トラベリング,トラベリング
トリップ,1283,1283,6000,名詞,サ変接続,*,*,*,*,トリップ,トリップ,トリップ
トレス,1283,1283,4000,名詞,サ変接続,*,*,*,*,トレス,トレス,トレス
トンズラ,1283,1283,6000,名詞,サ変接続,*,*,*,*,トンズラ,トンズラ,トンズラ
ナビ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ナビ,ナビ,ナビ
ネゴシエイト,1283,1283,4000,名詞,サ変接続,*,*,*,*,ネゴシエイト,ネゴシエイト,ネゴシエイト
ネンブツ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ネンブツ,ネンブツ,ネンブツ
ハウリング,1283,1283,5000,名詞,サ変接続,*,*,*,*,ハウリング,ハウリング,ハウリング
パウンス,1283,1283,6000,名詞,サ変接続,*,*,*,*,パウンス,パウンス,パウンス
ハグ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ハグ,ハグ,ハグ
ばくはつ,1283,1283,5000,名詞,サ変接続,*,*,*,*,ばくはつ,バクハツ,バクハツ
バクハツ,1283,1283,6000,名詞,サ変接続,*,*,*,*,バクハツ,バクハツ,バクハツ
ハケン,1283,1283,9000,名詞,サ変接続,*,*,*,*,ハケン,ハケン,ハケン
ハズカシメ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ハズカシメ,ハズカシメ,ハズカシメ
ハック,1283,1283,4000,名詞,サ変接続,*,*,*,*,ハック,ハック,ハック
バックステップ,1283,1283,4000,名詞,サ変接続,*,*,*,*,バックステップ,バックステップ,バックステップ
バックフリップ,1283,1283,1000,名詞,サ変接続,*,*,*,*,バックフリップ,バックフリップ,バックフリップ
バック転,1283,1283,2000,名詞,サ変接続,*,*,*,*,バック転,バックテン,バックテン
パッシング,1283,1283,4000,名詞,サ変接続,*,*,*,*,パッシング,パッシング,パッシング
ハナミ,1283,1283,9000,名詞,サ変接続,*,*,*,*,ハナミ,ハナミ,ハナミ
バリキナイト,1283,1283,2000,名詞,サ変接続,*,*,*,*,バリキナイト,バリキナイト,バリキナイト
ハルト,1283,1283,4000,名詞,サ変接続,*,*,*,*,ハルト,ハルト,ハルト
ハレツ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ハレツ,ハレツ,ハレツ
ハンズアップ,1283,1283,3000,名詞,サ変接続,*,*,*,*,ハンズアップ,ハンズアップ,ハンズアップ
ハンドクラップ,1283,1283,1000,名詞,サ変接続,*,*,*,*,ハンドクラップ,ハンドクラップ,ハンドクラップ
パンプアップ,1283,1283,2000,名詞,サ変接続,*,*,*,*,パンプアップ,パンプアップ,パンプアップ
ヒートアップ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ヒートアップ,ヒートアップ,ヒートアップ
フィクス,1283,1283,4000,名詞,サ変接続,*,*,*,*,フィクス,フィクス,フィクス
ブースト,1283,1283,4000,名詞,サ変接続,*,*,*,*,ブースト,ブースト,ブースト
ブート,1283,1283,9000,名詞,サ変接続,*,*,*,*,ブート,ブート,ブート
フーレイ,1283,1283,4000,名詞,サ変接続,*,*,*,*,フーレイ,フーレイ,フーレイ
フェイドアウト,1283,1283,3000,名詞,サ変接続,*,*,*,*,フェイドアウト,フェイドアウト,フェイドアウト
フェードアウト,1283,1283,4000,名詞,サ変接続,*,*,*,*,フェードアウト,フェードアウト,フェードアウト
プッシュアップ,1283,1283,1000,名詞,サ変接続,*,*,*,*,プッシュアップ,プッシュアップ,プッシュアップ
プラスティネーション,1283,1283,100,名詞,サ変接続,*,*,*,*,プラスティネーション,プラスティネーション,プラスティネーション
フラッシュバック,1283,1283,4000,名詞,サ変接続,*,*,*,*,フラッシュバック,フラッシュバック,フラッシュバック
フリークアウト,1283,1283,2000,名詞,サ変接続,*,*,*,*,フリークアウト,フリークアウト,フリークアウト
ブリーフィング,1283,1283,4000,名詞,サ変接続,*,*,*,*,ブリーフィング,ブリーフィング,ブリーフィング
フリップジャンプ,1283,1283,1000,名詞,サ変接続,*,*,*,*,フリップジャンプ,フリップジャンプ,フリップジャンプ
プリントアウト,1283,1283,4000,名詞,サ変接続,*,*,*,*,プリントアウト,プリントアウト,プリントアウト
ブルズアイ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ブルズアイ,ブルズアイ,ブルズアイ
プレイ,1283,1283,4000,名詞,サ変接続,*,*,*,*,プレイ,プレイ,プレイ
ブレイク,1283,1283,4000,名詞,サ変接続,*,*,*,*,ブレイク,ブレイク,ブレイク
ブレイコウ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ブレイコウ,ブレイコウ,ブレイコウ
フレンドリーファイア,1283,1283,1000,名詞,サ変接続,*,*,*,*,フレンドリーファイア,フレンドリーファイア,フレンドリーファイア
ブンシン,1283,1283,4000,名詞,サ変接続,*,*,*,*,ブンシン,ブンシン,ブンシン
ヘイキンテキ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ヘイキンテキ,ヘイキンテキ,ヘイキンテキ
ペイント,1283,1283,4000,名詞,サ変接続,*,*,*,*,ペイント,ペイント,ペイント
ヘマ,1283,1283,4000,名詞,サ変接続,*,*,*,*,ヘマ,ヘマ,ヘマ
ボディチェック,1283,1283,4000,名詞,サ変接続,*,*,*,*,ボディチェック,ボディチェック,ボディチェック
ホバー,1283,1283,12000,名詞,サ変接続,*,*,*,*,ホバー,ホバー,ホバー
ホバリング,1283,1283,4000,名詞,サ変接続,*,*,*,*,ホバリング,ホバリング,ホバリング
